"hotel";"can";"lt";"arr_m";"arr_wn";"s_wend_n";"s_wday_n";"adults";"children";"babies";"meal";"country";"d_wl";"adr";"res_s";"arr"
"City Hotel";"0";88;"March";"14";2;6;2;0;0;"SC";"FRA";0;72.25;"Check-Out";2016-03-31
"City Hotel";"0";181;"April";"15";1;4;0;2;0;"BB";"DEU";0;103.05;"Check-Out";2017-04-10
"City Hotel";"1";217;"September";"40";1;3;2;0;0;"SC";"BRA";0;101.15;"Canceled";2016-09-29
"City Hotel";"1";174;"June";"22";0;2;2;0;0;"BB";"PRT";0;100;"Canceled";2017-06-01
"City Hotel";"1";38;"January";"2";0;1;1;0;0;"BB";"PRT";0;75;"Canceled";2017-01-14
"Resort Hotel";"0";253;"April";"17";2;5;1;0;0;"HB";"GBR";0;49.37;"Check-Out";2017-04-23
"Resort Hotel";"0";203;"May";"21";0;3;1;0;0;"BB";"GBR";0;60;"Check-Out";2017-05-25
"Resort Hotel";"0";28;"April";"15";0;4;2;2;0;"BB";"ESP";0;151.25;"Check-Out";2017-04-12
"City Hotel";"0";2;"March";"14";0;1;2;0;0;"BB";"IRL";0;101;"Check-Out";2016-03-30
"Resort Hotel";"0";0;"July";"27";1;2;2;0;0;"SC";"CHE";0;0;"Check-Out";2017-07-03
"City Hotel";"0";58;"April";"13";1;1;2;0;0;"SC";"PRT";0;72.42;"Check-Out";2017-04-01
"Resort Hotel";"0";7;"November";"46";1;1;2;0;0;"BB";"CN";0;57.97;"Check-Out";2016-11-07
"Resort Hotel";"0";66;"September";"39";0;2;2;0;0;"BB";"PRT";0;80.1;"Check-Out";2015-09-25
"City Hotel";"1";379;"October";"44";1;1;2;0;0;"BB";"PRT";0;62;"Canceled";2015-10-31
"City Hotel";"0";5;"May";"22";0;2;2;0;0;"BB";"VEN";0;110;"Check-Out";2016-05-24
"City Hotel";"0";64;"April";"16";1;2;2;0;0;"SC";"USA";0;108;"Check-Out";2017-04-17
"City Hotel";"0";99;"June";"24";2;2;2;0;0;"BB";"SWE";0;144;"Check-Out";2017-06-11
"Resort Hotel";"0";42;"February";"7";2;5;2;0;0;"BB";"FIN";0;55.1;"Check-Out";2017-02-18
"City Hotel";"1";38;"February";"9";2;1;2;0;0;"BB";"PRT";0;75;"Canceled";2017-02-26
"Resort Hotel";"1";33;"February";"7";0;1;2;0;0;"BB";"PRT";0;68;"Canceled";2017-02-14
"City Hotel";"0";60;"July";"30";0;4;2;0;0;"BB";"BRA";0;120;"Check-Out";2017-07-25
"Resort Hotel";"1";38;"May";"21";1;1;2;0;0;"BB";"ESP";0;120;"Canceled";2017-05-27
"Resort Hotel";"0";33;"July";"28";2;5;2;0;0;"HB";"PRT";0;155;"Check-Out";2015-07-08
"City Hotel";"0";2;"August";"34";1;2;2;0;0;"BB";"ESP";0;100.67;"Check-Out";2015-08-21
"City Hotel";"1";305;"January";"3";2;2;2;0;0;"BB";"BRA";0;77.35;"Canceled";2017-01-21
"City Hotel";"1";42;"April";"15";0;3;1;0;0;"BB";"SAU";0;131.4;"Canceled";2016-04-05
"Resort Hotel";"1";214;"May";"18";0;2;2;0;0;"BB";"GBR";0;54;"Canceled";2017-05-05
"Resort Hotel";"1";184;"June";"24";2;2;2;0;0;"BB";"PRT";0;63;"Canceled";2017-06-11
"City Hotel";"1";309;"May";"20";1;2;2;0;0;"HB";"PRT";215;101;"Canceled";2016-05-13
"City Hotel";"0";215;"November";"48";1;2;1;0;0;"BB";"LVA";0;75;"Check-Out";2016-11-21
"City Hotel";"1";295;"April";"18";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2016-04-28
"City Hotel";"1";204;"October";"43";2;2;3;0;0;"BB";"PRT";0;137;"Canceled";2015-10-18
"City Hotel";"1";205;"August";"35";2;1;2;0;0;"SC";"BEL";0;94.5;"Canceled";2016-08-21
"City Hotel";"1";13;"May";"22";1;2;1;0;0;"BB";"SWE";0;95;"Canceled";2017-05-29
"City Hotel";"1";119;"July";"29";0;3;2;0;0;"HB";"PRT";0;97.75;"Canceled";2016-07-13
"City Hotel";"1";1;"November";"47";6;12;1;0;0;"BB";"BRA";0;77.44;"No-Show";2016-11-18
"City Hotel";"0";89;"September";"39";2;5;2;0;0;"BB";"ROU";0;95;"Check-Out";2016-09-20
"Resort Hotel";"0";367;"August";"35";4;10;2;0;0;"BB";"GBR";0;57.8;"Check-Out";2016-08-21
"Resort Hotel";"0";222;"September";"38";1;1;2;0;0;"HB";"FRA";0;80;"Check-Out";2015-09-14
"City Hotel";"0";77;"April";"13";2;2;2;1;0;"BB";"GBR";0;111.6;"Check-Out";2017-04-01
"City Hotel";"0";64;"February";"5";0;1;2;0;0;"BB";"CHE";0;67.5;"Check-Out";2017-02-04
"Resort Hotel";"0";19;"July";"28";1;4;2;1;0;"HB";"PRT";0;245.5;"Check-Out";2017-07-10
"City Hotel";"1";69;"April";"14";0;3;1;0;0;"BB";"PRT";0;85;"Canceled";2017-04-06
"City Hotel";"1";444;"December";"49";0;3;1;0;0;"BB";"PRT";39;75;"Canceled";2016-12-01
"City Hotel";"0";1;"July";"31";0;2;1;0;0;"BB";"PRT";0;65;"Check-Out";2016-07-27
"Resort Hotel";"0";241;"March";"12";2;5;1;0;0;"BB";"GBR";0;30.8;"Check-Out";2017-03-21
"Resort Hotel";"0";4;"October";"44";2;6;2;0;0;"BB";"GBR";0;49.74;"Check-Out";2015-10-30
"Resort Hotel";"0";186;"July";"30";2;5;2;0;0;"BB";"PRT";0;168.93;"Check-Out";2017-07-29
"City Hotel";"0";1;"June";"23";0;2;2;0;0;"BB";"PRT";0;110;"Check-Out";2016-06-02
"Resort Hotel";"0";31;"December";"53";0;2;2;0;0;"HB";"PRT";0;325;"Check-Out";2016-12-30
"City Hotel";"0";143;"June";"25";0;3;2;0;0;"SC";"FRA";0;108;"Check-Out";2017-06-21
"City Hotel";"0";0;"September";"40";0;1;2;0;0;"SC";"USA";0;100.37;"Check-Out";2016-09-27
"City Hotel";"1";116;"February";"10";2;2;1;0;0;"BB";"PRT";0;60;"No-Show";2016-02-28
"City Hotel";"0";58;"June";"25";0;4;2;0;0;"SC";"NLD";0;135;"Check-Out";2017-06-21
"City Hotel";"0";5;"April";"16";0;3;3;0;0;"BB";"CHE";0;157;"Check-Out";2016-04-12
"City Hotel";"0";35;"March";"12";2;2;2;0;0;"BB";"FRA";0;96.05;"Check-Out";2017-03-25
"Resort Hotel";"0";2;"January";"1";1;1;1;0;0;"BB";"PRT";0;39;"Check-Out";2017-01-07
"City Hotel";"1";54;"June";"23";0;1;2;0;0;"BB";"KOR";0;159.3;"Canceled";2016-06-04
"City Hotel";"0";171;"August";"34";0;1;3;0;0;"BB";"DEU";0;175.5;"Check-Out";2017-08-23
"Resort Hotel";"0";26;"February";"7";2;3;2;0;0;"BB";"GBR";0;35.72;"Check-Out";2017-02-18
"City Hotel";"0";118;"July";"27";2;5;2;0;0;"BB";"DNK";0;107.95;"Check-Out";2016-07-01
"City Hotel";"1";138;"July";"29";1;4;2;2;0;"BB";"ITA";0;169.15;"Canceled";2016-07-11
"City Hotel";"1";20;"May";"21";0;1;2;0;0;"BB";"PRT";0;120;"Canceled";2017-05-24
"City Hotel";"0";102;"April";"17";1;3;2;0;0;"BB";"IRL";0;100;"Check-Out";2017-04-24
"Resort Hotel";"0";204;"June";"24";0;3;2;0;0;"HB";"DEU";0;167;"Check-Out";2017-06-13
"City Hotel";"0";15;"May";"22";0;1;2;0;0;"BB";"DEU";0;111;"Check-Out";2016-05-25
"City Hotel";"0";12;"May";"20";1;3;2;1;0;"BB";"DZA";0;170;"Check-Out";2017-05-15
"City Hotel";"1";45;"March";"11";0;1;2;0;0;"SC";"PRT";0;67.5;"Canceled";2016-03-08
"City Hotel";"1";350;"June";"25";0;2;2;0;0;"BB";"PRT";0;140;"Canceled";2016-06-17
"City Hotel";"0";24;"August";"34";2;3;2;1;1;"HB";"ESP";0;242;"Check-Out";2016-08-14
"Resort Hotel";"1";7;"September";"39";0;1;3;0;0;"BB";"PRT";0;129;"Canceled";2015-09-25
"City Hotel";"0";42;"August";"35";1;2;2;2;0;"BB";"ESP";0;192.3;"Check-Out";2016-08-22
"City Hotel";"1";56;"May";"21";2;1;2;0;0;"BB";"GBR";0;126.9;"Canceled";2016-05-21
"City Hotel";"0";0;"June";"27";1;0;1;0;0;"BB";"PRT";0;106.4;"Check-Out";2016-06-27
"City Hotel";"1";386;"July";"31";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2016-07-28
"City Hotel";"1";420;"May";"20";2;1;2;0;0;"BB";"PRT";0;90;"Canceled";2017-05-20
"City Hotel";"0";0;"March";"10";0;1;2;0;0;"FB";"PRT";0;0;"Check-Out";2017-03-10
"City Hotel";"0";12;"May";"19";0;4;2;0;0;"BB";"FRA";0;187.5;"Check-Out";2017-05-09
"City Hotel";"0";1;"March";"13";0;1;2;0;0;"SC";"PRT";0;139;"Check-Out";2016-03-26
"City Hotel";"1";364;"October";"42";0;2;2;0;0;"HB";"PRT";0;101.5;"Canceled";2015-10-16
"Resort Hotel";"1";79;"February";"8";2;3;2;0;0;"BB";"ITA";0;37;"Canceled";2017-02-19
"City Hotel";"0";4;"January";"2";0;2;1;0;0;"BB";"ESP";0;70;"Check-Out";2017-01-10
"City Hotel";"1";55;"May";"22";0;2;2;0;0;"BB";"PRT";0;135;"Canceled";2017-05-31
"Resort Hotel";"0";110;"November";"46";0;1;2;0;0;"BB";"BRA";0;30.24;"Check-Out";2016-11-11
"City Hotel";"1";102;"October";"42";0;2;1;0;0;"HB";"PRT";0;80;"Canceled";2015-10-16
"City Hotel";"0";100;"December";"50";2;1;2;0;0;"BB";"FRA";0;72.25;"Check-Out";2015-12-12
"Resort Hotel";"0";235;"July";"27";4;10;2;0;0;"BB";"GBR";0;106.85;"Check-Out";2017-07-03
"City Hotel";"0";0;"January";"2";1;3;2;0;0;"BB";"BRA";0;82.99;"Check-Out";2017-01-09
"Resort Hotel";"1";2;"May";"21";0;1;1;0;0;"BB";"PRT";0;42;"No-Show";2017-05-24
"City Hotel";"0";5;"October";"43";1;2;2;0;0;"BB";"POL";0;90;"Check-Out";2015-10-19
"City Hotel";"1";156;"April";"17";0;3;2;0;0;"BB";"PRT";0;100;"Canceled";2017-04-26
"City Hotel";"0";6;"March";"9";0;1;2;0;0;"BB";"PRT";0;108;"Check-Out";2017-03-02
"Resort Hotel";"0";1;"February";"8";0;1;2;0;0;"BB";"PRT";0;40;"Check-Out";2016-02-18
"City Hotel";"1";69;"April";"14";0;3;1;0;0;"BB";"PRT";0;85;"Canceled";2017-04-06
"City Hotel";"0";3;"September";"38";2;1;2;0;0;"BB";"USA";0;120;"Check-Out";2015-09-19
"City Hotel";"1";341;"September";"39";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2015-09-23
"City Hotel";"0";168;"September";"37";0;2;1;0;0;"BB";"PRT";0;50;"Check-Out";2015-09-11
"Resort Hotel";"0";289;"November";"47";1;2;2;0;0;"HB";"GBR";0;57;"Check-Out";2015-11-20
"City Hotel";"1";188;"June";"25";0;2;1;0;0;"BB";"PRT";39;130;"Canceled";2016-06-15
"City Hotel";"0";4;"September";"38";0;1;1;0;0;"BB";"PRT";0;159;"Check-Out";2016-09-15
"City Hotel";"0";183;"September";"37";0;3;2;0;0;"BB";"FRA";0;110;"Check-Out";2016-09-08
"Resort Hotel";"1";55;"September";"40";0;3;1;0;0;"HB";"PRT";0;67.5;"Canceled";2015-09-30
"Resort Hotel";"0";261;"October";"41";0;2;2;0;0;"HB";"DEU";0;87;"Check-Out";2016-10-06
"City Hotel";"1";30;"May";"21";2;2;2;0;0;"BB";"FRA";0;126.9;"Canceled";2016-05-15
"City Hotel";"0";151;"January";"3";1;0;2;0;0;"BB";"AUS";0;67.15;"Check-Out";2017-01-16
"Resort Hotel";"1";301;"August";"32";1;2;1;0;0;"HB";"GBR";0;185.4;"Canceled";2017-08-11
"City Hotel";"0";121;"April";"14";1;2;2;0;0;"BB";"GBR";0;99;"Check-Out";2017-04-07
"City Hotel";"0";69;"September";"37";0;2;2;0;0;"BB";"PRT";0;62;"Check-Out";2015-09-09
"City Hotel";"1";12;"June";"23";1;0;1;0;0;"SC";"BRA";0;120;"No-Show";2017-06-05
"City Hotel";"0";4;"September";"39";0;3;2;0;0;"BB";"ESP";0;116;"Check-Out";2015-09-22
"City Hotel";"1";443;"April";"18";0;1;2;0;0;"BB";"PRT";0;65;"Canceled";2016-04-29
"City Hotel";"0";9;"May";"19";1;2;1;0;0;"SC";"USA";0;160;"Check-Out";2017-05-12
"City Hotel";"0";2;"April";"15";2;3;2;0;0;"SC";"FRA";0;115.52;"Check-Out";2017-04-09
"Resort Hotel";"0";3;"May";"21";1;0;2;0;0;"BB";"PRT";0;50;"Check-Out";2016-05-16
"City Hotel";"1";61;"December";"49";1;2;2;1;0;"BB";"NLD";0;109.8;"Canceled";2016-12-02
"City Hotel";"1";262;"July";"28";1;1;2;0;0;"BB";"PRT";0;62;"Canceled";2015-07-06
"City Hotel";"1";130;"August";"33";2;5;2;0;0;"SC";"FRA";0;125;"Canceled";2017-08-13
"City Hotel";"1";99;"April";"14";2;1;3;0;0;"BB";"ESP";0;166.5;"Canceled";2017-04-08
"Resort Hotel";"0";257;"May";"19";0;4;2;0;0;"HB";"GBR";0;101;"Check-Out";2017-05-09
"Resort Hotel";"0";322;"June";"26";0;3;2;0;0;"HB";"POL";75;92;"Check-Out";2016-06-22
"City Hotel";"1";74;"January";"1";2;3;2;0;0;"BB";"PRT";0;67;"Canceled";2017-01-07
"City Hotel";"0";160;"February";"6";2;3;2;0;0;"BB";"SRB";0;68;"Check-Out";2017-02-05
"City Hotel";"0";32;"August";"33";0;2;2;0;0;"BB";"AUT";0;180;"Check-Out";2017-08-18
"City Hotel";"0";183;"September";"37";0;3;2;0;0;"BB";"FRA";0;110;"Check-Out";2016-09-08
"City Hotel";"1";58;"January";"5";0;3;1;0;0;"BB";"PRT";0;80.67;"Canceled";2016-01-27
"City Hotel";"0";39;"August";"33";0;2;2;0;0;"HB";"DEU";0;109;"Check-Out";2015-08-14
"City Hotel";"0";110;"August";"32";2;5;3;0;0;"BB";"AUT";0;190;"Check-Out";2017-08-06
"Resort Hotel";"1";201;"July";"31";2;3;2;0;0;"BB";"PRT";0;126;"Canceled";2016-07-28
"City Hotel";"1";58;"April";"18";0;3;2;0;0;"BB";"FRA";0;120;"Canceled";2016-04-28
"Resort Hotel";"0";32;"November";"47";0;0;2;0;0;"BB";"PRT";0;0;"Check-Out";2016-11-18
"City Hotel";"0";159;"April";"15";1;1;1;0;0;"BB";"FRA";0;65;"Check-Out";2016-04-09
"Resort Hotel";"0";80;"April";"15";0;3;2;0;0;"Undefined";"ESP";0;68;"Check-Out";2016-04-07
"Resort Hotel";"0";0;"November";"48";0;1;2;0;0;"BB";"FRA";0;48;"Check-Out";2015-11-27
"City Hotel";"1";335;"September";"38";0;1;1;0;0;"BB";"PRT";0;75;"Canceled";2015-09-17
"City Hotel";"0";238;"October";"42";0;3;1;0;0;"BB";"FRA";0;80;"Check-Out";2016-10-13
"Resort Hotel";"0";178;"July";"32";2;5;3;0;0;"FB";"PRT";0;283.2;"Check-Out";2016-07-31
"City Hotel";"0";11;"October";"43";2;2;2;0;0;"BB";"PRT";0;88.5;"Check-Out";2015-10-23
"City Hotel";"1";86;"January";"4";0;1;2;0;0;"BB";"PRT";35;85;"Canceled";2016-01-22
"Resort Hotel";"0";0;"July";"30";1;1;3;0;0;"BB";"ESP";0;185;"Check-Out";2016-07-23
"City Hotel";"0";176;"April";"15";2;2;2;0;0;"HB";"RUS";0;113;"Check-Out";2017-04-14
"Resort Hotel";"1";280;"June";"25";3;7;2;1;0;"BB";"IRL";0;116.18;"Canceled";2017-06-23
"Resort Hotel";"0";2;"February";"6";2;3;2;0;0;"BB";"GBR";0;58;"Check-Out";2016-02-05
"Resort Hotel";"1";120;"June";"24";0;4;2;0;0;"HB";"PRT";0;133.13;"Canceled";2017-06-14
"City Hotel";"0";19;"October";"41";0;3;2;0;0;"BB";"PRT";0;90;"Check-Out";2015-10-06
"Resort Hotel";"0";130;"July";"28";2;0;2;0;0;"BB";"TWN";0;160;"Check-Out";2017-07-09
"Resort Hotel";"0";129;"August";"34";2;5;3;0;0;"HB";"PRT";0;211.2;"Check-Out";2016-08-16
"Resort Hotel";"0";126;"February";"9";1;2;2;2;0;"BB";"POL";0;82;"Check-Out";2017-02-27
"City Hotel";"1";215;"June";"26";0;4;2;0;0;"BB";"PRT";0;110;"Canceled";2017-06-28
"City Hotel";"0";145;"July";"30";1;1;2;0;0;"BB";"BEL";0;130.5;"Check-Out";2017-07-24
"City Hotel";"1";19;"April";"16";2;5;3;0;0;"BB";"CHE";0;150.43;"Canceled";2016-04-15
"Resort Hotel";"0";119;"August";"34";2;5;3;0;0;"FB";"PRT";0;248.8;"Check-Out";2016-08-20
"City Hotel";"1";105;"April";"15";0;1;2;0;0;"BB";"PRT";0;75;"Canceled";2016-04-06
"City Hotel";"0";292;"July";"30";0;2;2;0;0;"HB";"PRT";0;115;"Check-Out";2016-07-21
"City Hotel";"0";32;"January";"4";0;2;2;0;0;"BB";"NLD";0;106.5;"Check-Out";2017-01-27
"City Hotel";"0";349;"October";"41";1;5;2;0;0;"BB";"DEU";162;123.33;"Check-Out";2016-10-04
"City Hotel";"0";42;"March";"9";0;3;2;0;0;"BB";"FRA";0;75;"Check-Out";2017-03-02
"Resort Hotel";"0";2;"October";"44";0;2;2;0;0;"HB";"ESP";0;88;"Check-Out";2015-10-30
"Resort Hotel";"0";225;"May";"22";0;3;1;0;0;"BB";"GBR";0;64;"Check-Out";2016-05-26
"Resort Hotel";"0";90;"April";"15";0;3;2;0;0;"BB";"CN";0;81.2;"Check-Out";2016-04-05
"City Hotel";"0";1;"January";"3";0;1;2;0;0;"BB";"PRT";0;98.3;"Check-Out";2016-01-15
"City Hotel";"0";70;"May";"22";0;4;2;0;0;"BB";"BEL";0;102.1;"Check-Out";2016-05-25
"City Hotel";"1";243;"July";"30";0;4;2;0;0;"BB";"PRT";0;110;"Canceled";2017-07-26
"Resort Hotel";"1";8;"December";"49";2;1;2;0;0;"HB";"PRT";0;68;"Canceled";2015-12-05
"City Hotel";"0";5;"February";"6";0;1;3;0;0;"BB";"NOR";0;130;"Check-Out";2016-02-03
"City Hotel";"0";1;"August";"34";0;2;1;0;0;"BB";"PRT";0;67;"Check-Out";2016-08-17
"Resort Hotel";"0";12;"July";"30";1;2;2;0;0;"BB";"BRA";0;203.33;"Check-Out";2016-07-18
"City Hotel";"0";0;"May";"20";0;1;2;0;0;"SC";"GBR";0;144;"Check-Out";2017-05-16
"City Hotel";"0";22;"October";"42";0;1;1;0;0;"BB";"PRT";0;67;"Check-Out";2016-10-13
"City Hotel";"0";63;"June";"26";1;3;2;0;0;"BB";"CHE";0;99.9;"Check-Out";2016-06-20
"City Hotel";"0";161;"May";"19";2;4;2;0;0;"BB";"USA";0;136.17;"Check-Out";2017-05-07
"City Hotel";"0";58;"December";"53";2;3;2;0;0;"BB";"GBR";0;178.56;"Check-Out";2016-12-29
"City Hotel";"1";97;"March";"11";0;2;2;0;0;"BB";"PRT";0;85;"Canceled";2017-03-14
"City Hotel";"1";146;"October";"43";1;4;2;0;0;"BB";"FRA";0;132.3;"Canceled";2016-10-19
"City Hotel";"0";301;"July";"31";1;1;2;0;0;"HB";"DEU";0;115;"Check-Out";2016-07-30
"Resort Hotel";"0";198;"May";"18";1;2;2;0;0;"BB";"GBR";0;54;"Check-Out";2017-05-05
"City Hotel";"0";138;"May";"23";0;3;2;0;0;"BB";"BRA";0;105.9;"Check-Out";2016-05-31
"Resort Hotel";"1";14;"October";"43";2;2;2;0;0;"BB";"FRA";0;60;"Canceled";2016-10-16
"City Hotel";"0";23;"November";"46";0;1;1;0;0;"BB";"ITA";0;112;"Check-Out";2016-11-11
"Resort Hotel";"1";44;"February";"8";2;6;2;0;0;"BB";"PRT";0;48;"Canceled";2016-02-17
"City Hotel";"0";29;"November";"45";1;2;2;0;0;"BB";"CHE";0;96.3;"Check-Out";2015-11-06
"City Hotel";"0";63;"April";"18";1;4;3;0;0;"BB";"FRA";0;134.47;"Check-Out";2016-04-25
"City Hotel";"1";384;"July";"30";0;2;2;0;0;"BB";"PRT";0;65;"Canceled";2016-07-20
"City Hotel";"0";94;"May";"22";2;3;2;0;0;"BB";"DEU";0;145.8;"Check-Out";2017-05-28
"City Hotel";"1";150;"January";"1";2;1;2;0;0;"HB";"PRT";91;101;"Canceled";2016-01-02
"City Hotel";"1";297;"August";"33";1;1;2;0;0;"BB";"PRT";0;62;"Canceled";2015-08-10
"City Hotel";"1";18;"April";"17";1;0;1;0;0;"BB";"PRT";0;102.6;"Canceled";2017-04-23
"Resort Hotel";"1";206;"April";"16";0;4;2;0;0;"BB";"PRT";0;54;"Canceled";2017-04-18
"City Hotel";"0";213;"August";"35";1;3;1;0;0;"HB";"PRT";0;104;"Check-Out";2017-08-28
"Resort Hotel";"0";13;"May";"19";1;0;1;0;0;"BB";"PRT";0;45;"Check-Out";2017-05-08
"City Hotel";"1";158;"May";"22";0;2;1;0;0;"BB";"PRT";31;130;"Canceled";2016-05-24
"City Hotel";"1";158;"May";"22";0;2;1;0;0;"BB";"PRT";31;130;"Canceled";2016-05-24
"City Hotel";"0";5;"March";"12";0;0;1;0;0;"BB";"PRT";0;0;"Check-Out";2017-03-22
"City Hotel";"0";26;"December";"50";1;2;1;0;0;"SC";"ESP";0;88;"Check-Out";2016-12-05
"City Hotel";"1";0;"July";"28";0;1;2;0;0;"BB";"PRT";0;249;"Canceled";2016-07-07
"City Hotel";"0";15;"March";"13";0;2;1;0;0;"BB";"FRA";0;111;"Check-Out";2017-03-31
"Resort Hotel";"0";35;"May";"19";1;1;2;1;0;"BB";"PRT";0;111;"Check-Out";2016-05-02
"City Hotel";"1";81;"October";"43";2;4;2;0;0;"BB";"FRA";0;123;"Canceled";2016-10-21
"City Hotel";"1";44;"February";"8";0;3;2;0;0;"BB";"PRT";3;75;"Canceled";2016-02-17
"Resort Hotel";"0";2;"January";"5";2;3;2;0;0;"BB";"PRT";0;48;"Check-Out";2017-01-29
"City Hotel";"0";144;"July";"30";2;2;3;0;0;"BB";"PRT";0;96.9;"Check-Out";2016-07-22
"Resort Hotel";"1";256;"August";"31";4;6;2;0;0;"BB";"PRT";0;120.6;"Canceled";2015-08-01
"Resort Hotel";"0";163;"May";"19";2;7;2;0;0;"BB";"GBR";0;82.31;"Check-Out";2016-05-05
"Resort Hotel";"0";105;"December";"52";3;7;2;0;0;"HB";"PRT";0;128.7;"Check-Out";2016-12-23
"City Hotel";"0";233;"November";"45";1;1;2;0;0;"BB";"FRA";0;60;"Check-Out";2015-11-07
"City Hotel";"1";158;"May";"22";0;2;1;0;0;"BB";"PRT";31;130;"Canceled";2016-05-24
"City Hotel";"0";138;"July";"29";2;3;2;0;0;"BB";"NOR";0;109.25;"Check-Out";2016-07-16
"City Hotel";"0";134;"February";"9";1;4;3;1;0;"BB";"AUT";0;152.76;"Check-Out";2017-02-27
"Resort Hotel";"1";105;"April";"16";2;3;2;0;0;"BB";"IRL";0;96;"Canceled";2017-04-20
"City Hotel";"1";235;"May";"20";0;1;1;0;0;"BB";"PRT";0;112;"Canceled";2016-05-11
"City Hotel";"1";4;"July";"29";2;2;2;0;0;"BB";"PRT";0;72.25;"No-Show";2016-07-16
"Resort Hotel";"0";48;"July";"31";1;3;2;1;0;"BB";"PRT";0;130;"Check-Out";2015-07-27
"Resort Hotel";"0";11;"July";"31";1;2;2;0;0;"BB";"ESP";0;140.91;"Check-Out";2015-07-31
"City Hotel";"0";14;"February";"8";1;2;2;0;0;"BB";"DEU";0;40.67;"Check-Out";2016-02-19
"City Hotel";"1";93;"April";"14";0;3;2;0;0;"BB";"PRT";0;95;"Canceled";2017-04-06
"City Hotel";"1";72;"July";"28";2;5;2;0;0;"BB";"PRT";0;76.5;"Canceled";2015-07-08
"Resort Hotel";"1";1;"January";"2";0;1;1;0;0;"BB";"PRT";0;41;"Canceled";2017-01-11
"City Hotel";"1";87;"September";"39";2;3;2;0;0;"BB";"PRT";0;170;"Canceled";2015-09-25
"City Hotel";"1";89;"October";"40";2;2;2;0;0;"BB";"PRT";0;62;"Canceled";2015-10-03
"Resort Hotel";"1";34;"January";"4";0;3;2;0;0;"BB";"PRT";0;44.8;"Canceled";2016-01-21
"City Hotel";"1";15;"August";"34";2;2;2;0;0;"SC";"TUN";0;129;"Canceled";2016-08-20
"Resort Hotel";"0";150;"February";"7";2;3;2;0;1;"HB";"FRA";0;52.4;"Check-Out";2017-02-17
"City Hotel";"0";14;"May";"20";1;1;2;0;0;"BB";"FRA";0;120;"Check-Out";2017-05-15
"City Hotel";"0";12;"August";"36";1;2;1;0;0;"BB";"AUS";0;90;"Check-Out";2015-08-31
"Resort Hotel";"1";27;"May";"20";0;1;1;0;0;"BB";"PRT";0;69;"Canceled";2017-05-18
"City Hotel";"0";0;"October";"43";1;0;2;1;0;"BB";"PRT";0;160;"Check-Out";2015-10-19
"Resort Hotel";"0";82;"April";"15";2;3;2;0;0;"BB";"IRL";0;92;"Check-Out";2017-04-09
"Resort Hotel";"1";190;"July";"29";2;5;3;0;0;"Undefined";"CHE";0;274.45;"Canceled";2017-07-17
"Resort Hotel";"0";113;"May";"22";0;1;2;0;0;"BB";"PRT";0;59;"Check-Out";2016-05-25
"Resort Hotel";"1";39;"March";"10";2;5;2;2;0;"BB";"POL";0;105;"Canceled";2017-03-11
"City Hotel";"1";262;"November";"46";1;2;2;0;0;"BB";"PRT";0;62.8;"Canceled";2015-11-09
"Resort Hotel";"0";8;"December";"49";2;1;3;0;0;"Undefined";"ESP";0;91.2;"Check-Out";2015-12-05
"City Hotel";"1";21;"May";"19";0;3;1;0;0;"BB";"FRA";0;156;"Canceled";2016-05-03
"City Hotel";"0";157;"August";"33";2;4;3;0;0;"BB";"ESP";0;168.5;"Check-Out";2017-08-13
"City Hotel";"1";58;"March";"13";1;3;2;0;0;"SC";"DEU";0;83.3;"Canceled";2016-03-21
"Resort Hotel";"1";148;"March";"14";2;1;2;0;0;"HB";"PRT";0;90;"Canceled";2016-03-27
"Resort Hotel";"1";113;"January";"1";0;1;2;0;0;"HB";"PRT";0;72;"Canceled";2016-01-02
"Resort Hotel";"0";156;"July";"31";2;5;2;0;0;"HB";"PRT";0;118.1;"Check-Out";2016-07-24
"City Hotel";"1";94;"April";"16";0;3;2;0;0;"BB";"IRL";0;105.3;"Canceled";2016-04-14
"Resort Hotel";"0";170;"September";"36";1;1;2;0;0;"BB";"DEU";0;154;"Check-Out";2016-09-03
"Resort Hotel";"0";30;"March";"11";1;5;2;0;0;"Undefined";"ESP";0;65.4;"Check-Out";2016-03-07
"Resort Hotel";"0";165;"July";"29";2;5;2;0;0;"BB";"PRT";0;139.5;"Check-Out";2017-07-22
"Resort Hotel";"0";88;"May";"19";0;1;2;0;0;"HB";"ESP";0;132;"Check-Out";2017-05-09
"Resort Hotel";"0";7;"February";"6";0;1;1;0;0;"BB";"PRT";0;43;"Check-Out";2017-02-09
"Resort Hotel";"1";169;"August";"31";3;6;2;0;0;"BB";"PRT";0;125.9;"Canceled";2015-08-01
"Resort Hotel";"0";1;"March";"10";0;1;1;0;0;"BB";"PRT";0;72;"Check-Out";2017-03-07
"Resort Hotel";"0";63;"April";"16";1;3;1;0;0;"BB";"ITA";0;90;"Check-Out";2017-04-20
"City Hotel";"0";44;"November";"45";0;2;2;0;0;"BB";"FRA";0;75;"Check-Out";2016-11-02
"City Hotel";"1";277;"November";"46";1;2;2;0;0;"BB";"PRT";0;100;"Canceled";2016-11-07
